Date,Power (kW),Power_second_derivative (kW),Power-1 (kW),Power_week (kW),Temperature (C),Humidity (%),SolarRad (W/m2),rain (mm/h),weekend_holiday
2017-01-10 02:00:00,107.8741538,-4.163719900000004,108.7608843,121.5198767,11.424166666666666,72.95,0.32525,0.0,0
2017-01-10 03:00:00,102.8237034,2.5708503000000036,107.8741538,120.8690986,11.413333333333334,74.78333333333333,0.3945833333333333,0.0,0
2017-01-10 04:00:00,100.3441033,3.6721524000000016,102.8237034,119.5690696,11.351666666666667,75.02499999999999,0.517,0.0,0
2017-01-10 05:00:00,101.5366556,22.883373899999995,100.3441033,124.449619,11.229999999999999,74.35000000000001,0.39925000000000005,0.0,0
2017-01-10 06:00:00,125.6125818,47.296238599999995,101.5366556,135.9032372,11.4075,73.11666666666666,0.3760833333333333,0.0,0
2017-01-10 07:00:00,196.9847466,35.7763781,125.6125818,186.6402574,11.945,71.53333333333333,1.0200833333333332,0.0,0
2017-01-10 08:00:00,304.1332895,-77.83241169999997,196.9847466,288.858426,11.981666666666667,71.425,52.09166666666667,0.0,0
2017-01-10 09:00:00,333.4494207,6.423975899999959,304.1332895,333.298037,12.263333333333334,70.625,107.48333333333333,0.0,0
2017-01-10 10:00:00,369.1895278,-37.793618400000014,333.4494207,371.8474285,12.800833333333332,68.22333333333334,191.89166666666665,0.0,0
2017-01-10 11:00:00,367.1360165,5.204888500000038,369.1895278,348.5484653,13.693333333333333,65.35666666666667,398.2916666666667,0.0,0
2017-01-10 12:00:00,370.2873937,-18.740271199999995,367.1360165,347.6258456,14.151666666666666,65.615,476.5083333333334,0.0,0
2017-01-10 13:00:00,354.6984997,30.60776059999995,370.2873937,335.241399,14.705833333333333,59.12833333333333,434.3416666666667,0.0,0
2017-01-10 14:00:00,369.7173663,-15.146578699999964,354.6984997,341.1354365,13.883333333333333,65.1675,326.5,0.0,0
2017-01-10 15:00:00,369.5896542,-0.7510005999999976,369.7173663,342.6078482,13.959166666666667,61.91083333333333,182.42999999999998,0.0,0
2017-01-10 16:00:00,368.7109415,-22.834503499999983,369.5896542,336.0174075,13.1925,66.69916666666667,30.270833333333332,0.0,0
2017-01-10 17:00:00,344.9977253,-35.87297350000006,368.7109415,303.4074877,12.934166666666668,68.2975,8.614416666666667,0.0,0
2017-01-10 18:00:00,285.4115356,-25.22514419999993,344.9977253,251.3001873,12.707500000000001,68.31166666666667,0.43616666666666665,0.0,0
2017-01-10 19:00:00,200.6002017,37.24439909999995,285.4115356,178.6394475,12.457500000000001,70.53166666666667,0.42008333333333336,0.0,0
2017-01-10 20:00:00,153.0332669,21.443797000000018,200.6002017,145.4654182,12.565,68.20333333333333,0.42475,0.0,0
2017-01-10 21:00:00,126.9101291,30.440723099999985,153.0332669,118.8631214,12.430833333333334,68.61333333333333,0.35766666666666663,0.0,0
2017-01-10 22:00:00,131.2277144,-8.892694699999993,126.9101291,111.3487247,12.36,69.19083333333333,0.4014166666666667,0.0,0
2017-01-10 23:00:00,126.652605,-0.17295540000000642,131.2277144,110.5564897,12.395000000000001,69.05583333333333,0.38316666666666666,0.0,0
2017-01-11 00:00:00,121.9045402,-5.567789400000009,126.652605,107.4486377,12.244166666666667,70.35166666666667,0.42933333333333334,0.0,0
2017-01-11 01:00:00,111.588686,9.168736100000004,121.9045402,96.9098123,12.224166666666667,71.175,0.40375,0.0,0
2017-01-11 02:00:00,110.4415679,-1.0167333999999926,111.588686,95.7558218,12.2475,70.1775,0.39225,0.0,0
2017-01-11 03:00:00,108.2777164,-3.8525529000000063,110.4415679,95.2963255,12.285833333333334,68.97416666666668,0.4708333333333334,0.0,0
2017-01-11 04:00:00,102.261312,9.84643109999999,108.2777164,93.7840157,12.214166666666666,68.26416666666667,0.44075,0.0,0
2017-01-11 05:00:00,106.0913387,15.071364100000011,102.261312,95.5133788,12.075000000000001,68.13833333333334,0.466,0.0,0
2017-01-11 06:00:00,124.9927295,46.77737239999999,106.0913387,114.3030931,11.875,70.67833333333333,0.40841666666666665,0.0,0
2017-01-11 07:00:00,190.6714927,53.75744000000003,124.9927295,187.3681591,11.8525,71.84166666666667,1.2230833333333333,0.0,0
2017-01-11 08:00:00,310.1076959,-94.15512530000001,190.6714927,295.4337856,12.078333333333333,72.15833333333333,64.7975,0.0,0
2017-01-11 09:00:00,335.3887738,8.523303199999987,310.1076959,327.8247431,12.941538461538462,66.84307692307692,186.35384615384615,0.0,0
2017-01-11 10:00:00,369.1931549,-26.814768500000014,335.3887738,356.0218185,13.842500000000001,62.50666666666667,330.8833333333333,0.0,0
2017-01-11 11:00:00,376.1827675,-11.882761399999993,369.1931549,362.9083451,13.8175,64.28916666666667,407.76666666666665,0.0,0
2017-01-11 12:00:00,371.2896187,-17.4891126,376.1827675,352.1601024,16.348333333333333,55.57416666666666,469.9166666666667,0.0,0
2017-01-11 13:00:00,348.9073573,30.53999110000001,371.2896187,352.8139349,16.840833333333332,54.419999999999995,452.2,0.0,0
